user_id,open_ts,close_ts,open_type,implicit_closed,censored,duration_s
15,1753147282682,1753147345531.0,auto,False,False,62.849
15,1753149459065,1753149579747.0,auto,False,False,120.682
15,1753150050667,1753150185087.0,auto,False,False,134.42
15,1753152445852,1753152573767.0,auto,False,False,127.915
15,1753152973313,1753154155275.0,auto,False,False,1181.962
15,1753163672733,1753164273407.0,auto,False,False,600.674
15,1753165171890,1753165516873.0,auto,False,False,344.983
15,1753165546158,1753169895108.0,auto,False,False,4348.95
15,1753174218133,1753175285294.0,auto,False,False,1067.161
15,1753177712204,1753177934306.0,auto,False,False,222.102
15,1753178501861,1753178844006.0,auto,False,False,342.145
15,1753179951888,1753182834197.0,auto,False,False,2882.309
15,1753189057259,1753190028945.0,auto,False,False,971.686
15,1753190486374,1753191518910.0,auto,False,False,1032.536
15,1753206579068,1753206839255.0,auto,False,False,260.187
15,1753207434124,1753207493460.0,auto,False,False,59.336
15,1753235423328,1753235489983.0,auto,False,False,66.655
15,1753235764893,1753235785070.0,auto,False,False,20.177
15,1753236835184,1753236997760.0,auto,False,False,162.576
15,1753237291568,1753237414783.0,auto,False,False,123.215
15,1753237431919,1753237438333.0,manual,False,False,6.414
15,1753237438346,1753237448011.0,auto,False,False,9.665
15,1753239748635,1753240072803.0,auto,False,False,324.168
15,1753240881132,1753241002017.0,auto,False,False,120.885
15,1753241095470,1753242080913.0,auto,False,False,985.443
15,1753242729467,1753242872355.0,auto,False,False,142.888
15,1753243177495,1753244029493.0,auto,False,False,851.998
15,1753255368472,1753255535142.0,auto,False,False,166.67
15,1753256524182,1753258120092.0,auto,False,False,1595.91
15,1753258511154,1753258920301.0,auto,False,False,409.147
15,1753258993220,1753259029873.0,auto,False,False,36.653
15,1753259062921,1753259659824.0,auto,False,False,596.903
15,1753259701239,1753259894547.0,auto,False,False,193.308
15,1753259922433,1753260713483.0,auto,False,False,791.05
15,1753261203474,1753262573693.0,auto,False,False,1370.219
15,1753262673976,1753274649728.0,auto,False,False,11975.752
16,1751651375254,1751652004611.0,auto,True,False,629.357
16,1751652004611,1751652068958.0,manual,False,False,64.347
16,1751661245437,1751661288014.0,manual,False,False,42.577
16,1751661290016,1751663195857.0,manual,False,False,1905.841
16,1751683727949,1751683731652.0,manual,False,False,3.703
16,1751686794864,1751686889911.0,manual,False,False,95.047
16,1751936192772,1751936196516.0,manual,False,False,3.744
16,1751990776683,1751995003694.0,auto,False,False,4227.011
16,1751999904728,1752001356281.0,auto,False,False,1451.553
17,1752163013286,1752163068309.0,auto,False,False,55.023
17,1752163068933,1752163073577.0,manual,False,False,4.644
17,1752163077033,1752165688109.0,manual,False,False,2611.076
17,1752197043080,1752197248490.0,auto,False,False,205.41
17,1752197249076,1752197253240.0,manual,False,False,4.164
17,1752197293607,1752197304333.0,manual,False,False,10.726
17,1752249542583,1752249727763.0,auto,False,False,185.18
17,1752250254981,1752250362469.0,auto,False,False,107.488
17,1752540983314,1752541122931.0,auto,False,False,139.617
17,1752541177580,1752541183272.0,auto,False,False,5.692
17,1752541256409,1752541279608.0,auto,False,False,23.199
17,1752541280485,1752541470186.0,manual,False,False,189.701
17,1752576750722,1752576756861.0,auto,False,False,6.139
17,1752576758541,1752577002399.0,manual,False,False,243.858
17,1752578217560,1752578220387.0,auto,False,False,2.827
17,1752578275527,1752580187041.0,auto,False,False,1911.514
17,1752581055483,1752581171423.0,auto,False,False,115.94
17,1752581358102,1752676383614.0,auto,True,False,95025.512
17,1752676383614,1752768543090.0,auto,True,False,92159.476
17,1752768543090,1752768550715.0,auto,False,False,7.625
17,1752768583324,1752769125303.0,auto,False,False,541.979
17,1753103088726,1753103097506.0,auto,False,False,8.78
17,1753103517057,1753103522732.0,auto,False,False,5.675
17,1753103535119,1753103537507.0,auto,False,False,2.388
17,1753107567399,1753107723186.0,auto,False,False,155.787
